observation_uuid,start_lat,start_lon,start_code_postal,end_lat,end_lon,end_code_postal,rain,heat,day_of_week,hour,minute,fee
cf57e770-1e12-620c-c390-8adf7cf8ff3f,48.8808,2.3492,75009,48.8818,2.3467,75009,5,9,Sunday,13,53,0.59
58d97f4a-9533-1356-074f-3be044f20133,48.8559,2.2713,75016,48.8426,2.3031,75015,3,5,Wednesday,13,2,1.79
897e7d87-6bcf-2a76-c1d8-f799f76077bb,48.8555,2.3742,75011,48.8502,2.3874,75011,0,2,Friday,14,7,1.69
746ddff4-865d-2030-011e-33fefd3b748d,48.8683,2.3979,75020,48.8669,2.3577,75003,3,5,Monday,12,16,1.09
fe2d9d1d-e377-b008-6416-59c078b61daf,48.8772,2.2899,75017,48.848,2.2968,75015,3,2,Tuesday,13,27,2.09
139e5ca2-b9e7-f780-421c-f26265739938,48.8703,2.397,75020,48.8699,2.3581,75010,6,2,Tuesday,12,15,1.79
ce91e0c9-7abd-2241-05c2-b1052234c40f,48.8664,2.3467,75002,48.8985,2.3721,75019,8,7,Thursday,12,40,2.49
aeb405f1-d006-434c-edb5-2ad7db3d977b,48.8344,2.3875,75012,48.8275,2.3737,75013,9,7,Thursday,14,52,1.49
3fb230b2-b55d-c442-c884-e6660c661a49,48.8408,2.263,75016,48.8451,2.2615,75016,9,4,Tuesday,14,57,0.89
d8ab0b30-0ac0-cf0d-d974-c146e8ec01b3,48.869,2.4007,75020,48.8708,2.3642,75010,5,6,Tuesday,14,28,2.59
e30d04fd-b58c-1e9f-2a0b-20400ef05b6f,48.8703,2.3419,75002,48.8736,2.3555,75010,1,1,Monday,13,47,1.09
2fca7a04-8c39-ceab-26ad-ef3c23b982e5,48.8474,2.3179,75007,48.8348,2.3155,75014,4,4,Wednesday,13,29,1.69
66b19ddd-5d88-c586-0fad-3771827254df,48.8585,2.4072,75020,48.8547,2.4107,75020,9,8,Saturday,14,39,0.89
1a1eddfe-f593-d4be-256f-87954551d132,48.8726,2.4103,75020,48.8534,2.3942,75011,2,8,Saturday,14,1,2.59
672f6eb9-ee85-30d4-af32-a021b9d98f30,48.8903,2.3455,75018,48.8706,2.2997,75008,0,2,Wednesday,14,34,3.39
21adabb7-9a62-513f-6402-95172a9ec868,48.8585,2.41,75020,48.8547,2.399,75020,8,3,Monday,12,6,1.19
1117bacb-6e88-e18c-299e-12fe095c2be6,48.8551,2.3873,75011,48.8603,2.4024,75020,1,8,Saturday,13,47,1.79
41e9b9ce-17ee-5d22-2743-fd04137b567c,48.8622,2.3084,75007,48.8379,2.3089,75015,4,9,Thursday,14,3,2.29
70aaf525-75e4-17dd-7e5b-637dfa98c115,48.8277,2.3312,75014,48.839,2.3209,75014,6,9,Wednesday,12,37,1.69
8c33cf4d-783d-4a6d-4d4e-4e2999c5e64c,48.8863,2.3771,75019,48.8721,2.3849,75020,5,9,Thursday,13,52,1.69
1f3994bc-a013-e55e-3cd2-aad82997e899,48.8847,2.3283,75018,48.8896,2.3242,75017,3,1,Friday,14,26,1.19
0409a997-8408-d6d9-e8dc-d8840b0e52d5,48.8719,2.3443,75009,48.8455,2.3768,75012,8,0,Thursday,14,34,4.29
d9a56a4f-7ba4-0d39-ebee-1a428f535855,48.8715,2.3262,75008,48.8812,2.3407,75009,4,6,Sunday,13,40,1.19
566ff3ec-679b-29e8-c0c3-2da9bc49b58e,48.8198,2.3459,75013,48.8481,2.3751,75012,7,3,Thursday,13,5,2.29
bc39e1b3-bb1d-8677-04e6-748a7f3ab7dc,48.8513,2.4061,75020,48.8553,2.4016,75020,5,4,Wednesday,12,9,1.19
a032943c-4ab8-78c7-3b34-252964d63e97,48.8556,2.3056,75007,48.8852,2.294,75017,0,9,Thursday,13,47,2.79
5295dcaf-4f65-1f21-6fa2-be1307fce776,48.8915,2.3485,75018,48.8763,2.3497,75010,1,4,Friday,12,32,1.09
35951baf-7432-dcbc-983a-f1862d6efa7d,48.8928,2.3185,75017,48.8811,2.3299,75009,2,3,Thursday,14,26,1.79
d625e7c4-5775-820a-15e0-0003d84d858b,48.8732,2.3107,75008,48.8599,2.2737,75016,9,7,Tuesday,12,0,1.79
4e538609-1f92-c54b-fb98-c8d5988d3b07,48.8467,2.2656,75016,48.8526,2.2764,75016,0,7,Sunday,13,19,0.99
9013cc05-9cd7-8bd2-8fbc-9bba8748cffa,48.8644,2.3332,75001,48.8818,2.3736,75019,5,8,Friday,12,43,1.89
2bdb5720-63ea-a07f-f436-498e68afe2b8,48.8873,2.3224,75017,48.8759,2.3081,75008,3,4,Sunday,13,19,1.19
0dbcad25-daac-e3a3-c2f8-9ef40b9bcb7e,48.8703,2.397,75020,48.8959,2.3935,75019,7,3,Sunday,14,1,2.39
93a36537-14f3-578d-4804-0c13180aa66a,48.8553,2.3885,75011,48.8448,2.3784,75012,8,8,Monday,12,44,1.59
89de7a2c-7c26-c722-253d-c9ce208d549b,48.8533,2.3761,75011,48.8461,2.3489,75005,7,4,Thursday,14,22,1.99
b0a09584-9ed8-bfa8-1e55-f521a9fc795d,48.8503,2.3668,75004,48.8495,2.3348,75006,5,5,Wednesday,13,27,2.19
cc9546b3-97cd-20ac-93b2-1689df84f6fb,48.8261,2.3334,75014,48.8431,2.366,75013,1,0,Sunday,13,51,2.49
62889866-2e94-de16-65e8-adc8afed0efa,48.8551,2.3892,75011,48.8653,2.3387,75001,8,0,Wednesday,14,16,4.09
b973d795-e34d-17ba-5805-ab338ba5971d,48.8348,2.362,75013,48.8474,2.3179,75007,5,5,Saturday,13,1,1.79
c6eb245e-4b7b-d27a-e20e-222447d35352,48.8762,2.2963,75017,48.8818,2.3467,75009,0,9,Saturday,13,22,2.69
3007a6b4-4a4f-a6a2-08e5-8a37aeb6eef8,48.8652,2.3727,75011,48.8579,2.3708,75011,6,3,Monday,12,30,1.39
b7f7b36b-68bf-06b1-2822-064740162ad0,48.8776,2.3624,75010,48.8789,2.3278,75009,6,9,Sunday,12,0,1.89
2587c46a-78d4-5a61-2033-a95aa6092e32,48.8606,2.2737,75016,48.8503,2.2686,75016,2,1,Saturday,14,22,1.19
213a6ad8-12b3-4a24-667f-ceeb8889832c,48.8961,2.377,75019,48.8808,2.3492,75009,5,4,Tuesday,14,42,1.59
d6dffc21-b1c2-ed56-1ae3-237faa884965,48.8526,2.4118,75020,48.8689,2.3909,75020,2,6,Friday,13,57,1.49
31d0b664-0589-f877-9b02-52440950fd13,48.8421,2.4117,75012,48.8503,2.3668,75004,6,8,Wednesday,12,43,2.69
9a27d858-88c1-32ad-efbf-c19ee8f6cf32,48.8421,2.4117,75012,48.8487,2.4118,75020,5,0,Wednesday,13,0,2.69
a4f8b342-072c-511b-3f4c-89fc7c926c46,48.8494,2.3724,75012,48.8715,2.35,75010,4,2,Thursday,13,50,1.99
e29c225a-09ea-6052-d324-424dc2c2861b,48.8472,2.2956,75015,48.8683,2.3017,75008,4,5,Tuesday,12,57,2.19
9bb056a2-e50f-48e5-c541-2b1481f27798,48.876,2.3298,75009,48.8641,2.3536,75003,4,7,Saturday,12,0,1.59
d95e17e1-900f-72f7-4f4b-4ed5ac1d02e8,48.8214,2.348,75013,48.8449,2.3102,75015,2,7,Tuesday,14,46,2.49
106861d3-633d-9c54-f304-59cc30c42d61,48.8214,2.348,75013,48.828,2.3642,75013,3,6,Wednesday,12,44,1.49
a9584453-c2ea-f172-e5a1-5243c7281f15,48.8703,2.397,75020,48.8741,2.3822,75019,1,8,Sunday,13,58,1.49
c095e099-7e24-0205-bb00-d206f8542953,48.8303,2.3643,75013,48.8498,2.3347,75006,7,2,Monday,13,5,2.49
d1cae193-7ed6-1f4e-e875-176629530a13,48.862,2.3862,75011,48.8394,2.3708,75013,9,8,Saturday,14,39,1.79
610153bd-c659-37de-c2f9-9bf18034f222,48.8291,2.3245,75014,48.8388,2.3053,75015,4,2,Saturday,13,33,1.19
a3167929-0e61-8684-e5a6-1f880c461b54,48.8404,2.3349,75006,48.8546,2.3252,75007,3,1,Wednesday,14,40,1.49
dbd15194-678b-c924-0775-d63a4881f400,48.8584,2.3488,75004,48.8834,2.3157,75017,2,8,Monday,14,54,2.79
5195dfb0-61f3-5552-d157-6498ada375ee,48.8758,2.3993,75019,48.8564,2.3805,75011,1,5,Sunday,14,40,1.59
18028380-3362-87c5-6717-d0f28169460f,48.876,2.2824,75016,48.8589,2.2995,75007,9,2,Monday,12,38,1.39
e6d2b4cf-165f-71e2-d77c-f2ae98d1bbfa,48.8914,2.3197,75017,48.8642,2.3508,75002,4,2,Sunday,14,30,2.99
b5c4a0e4-9348-e42d-aed8-6de191d5a041,48.8286,2.3627,75013,48.8236,2.3648,75013,7,8,Saturday,14,53,1.29
b8d59b93-1984-9ba8-bf46-ead512f7acd3,48.8751,2.302,75008,48.8847,2.312,75017,4,7,Saturday,12,0,0.89
2cdd9303-9906-3e5b-6237-e31e64b57def,48.8603,2.3478,75001,48.8667,2.3758,75011,4,6,Tuesday,13,33,1.39
58ba0bf3-675e-0c52-1eb9-5739b8acdd81,48.8294,2.3436,75013,48.8361,2.3232,75014,8,4,Friday,14,3,1.99
4e60ae0c-df6a-1985-6ecb-0b067dcc900a,48.8231,2.353,75013,48.8342,2.3821,75012,3,5,Saturday,12,42,0.99
3303cc12-a896-4ce0-c132-222a7e192ce3,48.8383,2.3573,75013,48.8321,2.389,75012,6,1,Thursday,12,13,1.59
e7b550fa-b56b-2796-6d82-85675feaf4a9,48.8442,2.3304,75006,48.8555,2.3742,75011,9,8,Friday,12,23,2.39
8e215cad-70b4-bcad-6b76-e57760fb32f8,48.8442,2.3304,75006,48.8306,2.3546,75013,1,3,Saturday,13,9,1.39
6246ce0a-0e99-20ec-5c27-3f31551a9eb6,48.8685,2.2873,75016,48.8837,2.3209,75017,3,4,Tuesday,14,45,2.29
977d2260-20bd-be66-468d-c95e39a71648,48.8352,2.3505,75013,48.8345,2.3874,75012,9,1,Monday,12,11,2.59
1b90c259-75fc-3303-2567-1f9857916b31,48.8551,2.3286,75007,48.8753,2.3415,75009,1,7,Friday,14,20,2.39
86003bbc-3464-a4d6-7f6e-05a600b35a92,48.8291,2.3023,75015,48.8694,2.2844,75016,9,2,Monday,14,55,4.59
cf92da64-dc91-acce-f94a-1dee3e9f0945,48.8732,2.3107,75008,48.8782,2.3417,75009,5,9,Wednesday,12,6,1.59
ff5f919c-7c42-61f1-d96b-ad90fc961495,48.8457,2.2729,75016,48.8825,2.2891,75017,2,5,Monday,14,11,2.99
6a9000a8-f744-25c9-563f-464362d63c9d,48.8681,2.3468,75002,48.8359,2.3381,75014,6,9,Sunday,12,0,1.49
002f9cc4-096b-faff-f5b7-751f497e28aa,48.884,2.3837,75019,48.8813,2.3799,75019,7,6,Tuesday,12,2,0.99
26fc574c-358d-3e42-ed1e-054f5fb786f4,48.8408,2.3919,75012,48.8594,2.3724,75011,7,9,Thursday,14,21,2.19
e3a10464-6c9a-9649-3376-f9842bf28b95,48.8577,2.2847,75016,48.8307,2.2845,75015,8,1,Thursday,13,58,2.69
5fe1ea9c-ca70-c692-90d8-416a4fe569dd,48.8699,2.3948,75020,48.846,2.3941,75012,9,1,Thursday,14,49,1.49
bb8bb9ae-57e0-61c6-0494-305d7194a9f1,48.8436,2.3338,75006,48.8207,2.3714,75013,4,1,Thursday,13,47,2.19
8c498cea-a6a1-e781-384a-28d2bbe7dec4,48.8603,2.3478,75001,48.8342,2.3284,75014,9,0,Wednesday,13,55,1.69
702cebbe-3544-f189-a920-46339bb68cd2,48.8559,2.4022,75020,48.8504,2.3949,75011,3,6,Monday,14,16,0.99
b1d0261e-f260-abe5-066e-3924320919da,48.86,2.3232,75007,48.8329,2.315,75014,6,6,Monday,14,9,2.09
b894cf22-c2dc-9456-5b84-7a843ffd9bf2,48.8907,2.3325,75018,48.8912,2.3392,75018,3,1,Wednesday,14,40,0.69
64afbf49-3cc9-19a9-7ae1-a24ea792b2b4,48.8542,2.3498,75004,48.8647,2.3464,75002,3,4,Wednesday,13,31,1.19
6e6d086c-f7b3-7a86-d21d-bc093a357442,48.8503,2.2679,75016,48.8445,2.2775,75015,9,4,Saturday,12,52,1.19
5f612d94-0737-0a76-cf8a-f92d5d73b293,48.8483,2.2749,75016,48.8264,2.3052,75014,7,1,Sunday,14,56,1.99
d24cc9b8-7735-0617-1615-975596df541f,48.8799,2.3933,75019,48.8504,2.3638,75004,8,1,Friday,12,33,2.69
3a70f605-3f0a-22d2-10fc-df7c754efc5d,48.8311,2.3423,75013,48.8666,2.3581,75003,6,7,Tuesday,12,40,2.49
538c2dc7-2df1-29b7-98f5-e3810a6acd24,48.8845,2.3371,75018,48.886,2.3021,75017,8,5,Sunday,12,36,1.19
2b5deb8a-645d-327b-7b19-062c3e48287d,48.8504,2.2902,75015,48.8352,2.3175,75014,3,3,Monday,12,53,1.49
3a8be161-7fd2-770a-568d-6f3ef4b445aa,48.8606,2.3561,75003,48.8828,2.3892,75019,0,9,Saturday,14,18,2.89
920fdf72-c9f7-75c8-4d92-4c83c9b29ee7,48.8503,2.2686,75016,48.8694,2.2844,75016,6,3,Saturday,13,40,1.79
e65a3ae4-3a72-017d-c29e-d120cddb2316,48.8513,2.4061,75020,48.8459,2.4075,75012,8,8,Sunday,13,7,1.19
0ca97ff3-a2cf-ff86-fae0-072f39fc7c2d,48.8698,2.377,75011,48.8594,2.3724,75011,2,6,Wednesday,13,0,1.49
b26c687c-72f2-8cf5-1466-72ad4b9e0913,48.8339,2.3642,75013,48.8345,2.3967,75012,2,2,Tuesday,12,38,1.29
4d7bd307-1224-11e6-ba89-82dd85e69ea9,48.8837,2.3251,75017,48.8768,2.3197,75008,7,2,Sunday,12,0,1.79
8e751eb7-64d0-9913-191b-8adf0202861c,48.8417,2.4085,75012,48.8508,2.3961,75011,9,9,Tuesday,14,24,1.39
86ce563d-e291-f5e1-469f-c269ff7acd86,48.8698,2.3894,75020,48.8716,2.3762,75011,0,1,Saturday,13,20,0.99
e924bbb0-cb8a-27fb-f6aa-7946a5cecde7,48.8241,2.3468,75013,48.8471,2.3682,75012,7,9,Friday,14,13,1.89
e02a35e9-ae6b-4c8e-8864-4581b8577478,48.8484,2.2891,75015,48.8377,2.2726,75015,6,5,Monday,12,14,1.99
607402ca-e309-b6b2-7e28-2b78ab5c3122,48.89,2.3684,75019,48.8681,2.3499,75002,1,4,Sunday,14,11,1.89
f7f6b599-6f1c-1ff4-3f84-8dfcefd622d7,48.8855,2.3558,75018,48.8718,2.3521,75010,1,3,Monday,12,57,1.59
496f71e7-9643-6234-9569-1742aac3ab0f,48.8707,2.3777,75011,48.8711,2.328,75009,5,8,Thursday,13,40,2.69
46b339a7-d7ea-ecc0-955f-35654a1f73ba,48.8827,2.2997,75017,48.8795,2.3581,75010,9,7,Sunday,13,7,3.59
60fd1188-5079-1d41-d7c8-c77fb4705892,48.8531,2.2717,75016,48.8571,2.3295,75007,7,0,Thursday,14,37,4.39
c30759a4-48a1-33ab-dd55-daaffefc5b4a,48.8449,2.2974,75015,48.8338,2.3256,75014,6,2,Sunday,12,33,2.19
8dcfb198-f0e5-1f30-abfa-4f2cb1886048,48.8828,2.3892,75019,48.8859,2.3377,75018,1,6,Saturday,13,55,2.39
7770ca8d-ac69-c006-81b8-4ea71f217475,48.8547,2.3838,75011,48.8345,2.3967,75012,6,5,Saturday,12,25,1.69
1ea70756-a1d5-77a4-26b4-a0a71cf0589d,48.8553,2.3885,75011,48.8948,2.381,75019,9,7,Thursday,12,20,2.49
1f6ceec1-ac54-6740-a182-e35f848edc98,48.8242,2.3247,75014,48.8477,2.2896,75015,7,7,Monday,12,22,2.39
d16903f2-13bf-a9fe-9cdd-9f6c70cdc4a8,48.8403,2.2606,75016,48.8377,2.2579,75016,9,9,Tuesday,14,36,0.59
5882e3bb-8646-96c1-deb4-e6c435a7c6ed,48.8261,2.3071,75014,48.8563,2.2704,75116,2,3,Sunday,14,0,3.19
e51c0cdb-8247-34df-dd1f-8e30731c877a,48.8189,2.3484,75013,48.8216,2.354,75013,5,4,Wednesday,14,31,0.89
4fd43443-e84b-60ec-5235-fb420e11f795,48.8668,2.3968,75020,48.8655,2.3519,75002,8,6,Friday,13,31,1.99
28c432ff-ccbc-2cbc-c743-9bed4529f10d,48.8599,2.2737,75016,48.859,2.3076,75007,5,3,Wednesday,12,45,2.19
502e4f40-0a01-3a86-fbfa-754913ee5ee8,48.8814,2.3484,75009,48.8865,2.3489,75018,5,9,Saturday,14,50,1.39
5d587077-68fe-8666-6fb5-545cd95cd1ae,48.8907,2.3325,75018,48.8839,2.3466,75018,9,4,Saturday,13,8,0.99
6fc7a8bd-8e5c-9abf-9adf-0545adb4fb02,48.8844,2.377,75019,48.8638,2.4111,75020,0,6,Friday,12,34,1.39
c707e77b-4bf0-ae53-b608-8c973380dcfc,48.8408,2.4004,75012,48.8372,2.3574,75013,5,7,Saturday,12,18,2.09
b6bd58d6-e8c2-215d-d739-bb9e36cc66a4,48.8344,2.3875,75012,48.8216,2.354,75013,7,2,Tuesday,14,42,2.19
f5d6f879-02eb-8a14-340a-ce11db830a1f,48.8731,2.281,75016,48.895,2.3232,75017,3,3,Sunday,14,20,2.59
6c045b1b-3474-7c75-92c2-674a70b281be,48.8422,2.2892,75015,48.8837,2.291,75017,4,7,Wednesday,12,0,2.59
23a7711a-8133-2876-37eb-dcd9e87a1613,48.8282,2.3647,75013,48.8476,2.347,75005,1,8,Friday,13,52,2.29
fe8b7972-2c11-326c-ccd4-cf06adfdc3e4,48.8808,2.3492,75009,48.8588,2.3606,75003,9,5,Tuesday,14,41,1.59
2d5df04a-14c2-26f3-a7e5-963c493b1112,48.8498,2.3393,75006,48.8873,2.3549,75018,4,6,Friday,13,13,2.59
cc0c9853-6278-6c7a-279b-25b83ccd533a,48.8363,2.3069,75015,48.8436,2.3018,75015,9,7,Thursday,13,30,1.39
6023473b-b959-4d00-f9cc-2893b98857f8,48.8622,2.2803,75016,48.8491,2.2637,75016,0,5,Wednesday,12,39,0.79
7085dbbc-7355-7453-1da1-7e1ad99e10e7,48.8778,2.3447,75009,48.8669,2.2991,75016,3,9,Sunday,14,36,2.59
e3b4df81-eeb3-462c-a032-149d06fafb60,48.8198,2.3459,75013,48.822,2.3742,75013,1,5,Wednesday,14,45,1.69
92ef181c-62ad-a603-2181-1ff0125f0449,48.8457,2.2729,75016,48.8463,2.3059,75015,6,1,Tuesday,12,22,2.39
29685a0e-646e-18a9-c1f1-011b69d36af7,48.8621,2.3009,75007,48.8409,2.2974,75015,8,0,Wednesday,14,16,2.59
dbb59fc2-5cff-c96e-bd03-c81f7ff35029,48.8265,2.3383,75014,48.8374,2.2906,75015,2,9,Friday,14,28,2.99
797c676f-c70b-4229-7338-afecec1b6b54,48.8284,2.33,75014,48.8406,2.3509,75005,4,1,Saturday,14,1,1.39
24d8b7fe-d00c-f571-ff3a-49929d92c16e,48.8516,2.3148,75007,48.8463,2.2577,75016,1,1,Tuesday,12,12,2.79
35ba9da1-98d0-cbb7-7844-e648601b7208,48.8331,2.3706,75013,48.8383,2.3573,75013,2,4,Wednesday,13,14,0.99
2b675ae0-c5d2-1579-191f-3240cb4ced8b,48.8491,2.2757,75016,48.849,2.3035,75015,2,5,Friday,14,45,1.99
0907ca13-1511-a3f9-c46e-1738790b1990,48.8352,2.3505,75013,48.828,2.3707,75013,4,5,Friday,13,49,1.39
14827a89-5e63-64c6-30ac-79dd0b5aafef,48.8261,2.3071,75014,48.8504,2.3009,75015,8,6,Sunday,12,17,2.59
f94dcfee-69d9-b4ad-c665-96e80cc45f9a,48.8474,2.3181,75007,48.8495,2.2894,75015,1,6,Saturday,12,53,1.69
2f7a304f-f344-c911-174f-7a54788c161e,48.8833,2.36,75010,48.8598,2.3251,75007,6,4,Saturday,12,47,2.09
de8204b8-a3d5-6b4d-c5c2-2c025503ca91,48.8468,2.2802,75015,48.8573,2.3082,75007,3,8,Tuesday,13,30,1.39
62565a95-5487-b5c3-b762-6f4975fd3537,48.8351,2.3975,75012,48.8551,2.3873,75011,2,0,Tuesday,12,40,1.69
5e2408fa-70dc-4769-e08a-ec96f4159113,48.8822,2.3173,75017,48.8749,2.3747,75019,8,3,Monday,12,36,2.69
4bdb0bcf-9efa-5314-a5a0-74814273de5a,48.89,2.3644,75018,48.8533,2.3714,75011,9,2,Thursday,12,23,2.59
8cec313e-6fb3-dafa-6d9e-d7ae0acb56bb,48.8198,2.3503,75013,48.8415,2.3931,75012,6,7,Monday,14,51,3.09
c5b0b3c8-2038-c8f6-8cb1-2015624aff3d,48.8451,2.2615,75016,48.865,2.2834,75016,3,9,Sunday,13,23,1.49
b56acae6-f7fa-36fc-5587-e3c5571532b3,48.8835,2.3365,75018,48.8975,2.3365,75018,9,6,Wednesday,14,21,1.49
5a7e5a6f-fe05-cd00-de58-92d6a5f8be00,48.8352,2.3505,75013,48.8533,2.3714,75011,5,0,Thursday,13,43,2.59
5b0eec4b-a2a1-fa45-1c52-d51ec8fe0b2d,48.8377,2.2579,75016,48.8559,2.2713,75016,0,2,Wednesday,14,34,1.39
4578bab3-26a9-7465-2371-ea2c0247145f,48.893,2.3464,75018,48.8855,2.3558,75018,7,4,Sunday,13,27,2.49
567fec5e-04ea-581d-2006-8c1cbbd743b3,48.8788,2.2901,75017,48.8715,2.2985,75008,9,3,Sunday,12,52,1.29
9db0a770-c0d4-6663-cfe1-17131a0bcd0f,48.8731,2.281,75016,48.8743,2.2971,75008,5,2,Saturday,12,3,1.09
66aae204-32fc-4ab1-012d-87cec7a9cc25,48.8413,2.3684,75013,48.8231,2.353,75013,2,4,Monday,13,49,1.69
36e11fc9-5642-20e6-cfc2-df16dad107d7,48.8936,2.3724,75019,48.8747,2.3799,75019,8,6,Friday,14,4,1.49
a498fe88-eda0-f2f3-10fd-b1ca941a7e9c,48.8866,2.3,75017,48.8734,2.2787,75016,7,9,Wednesday,13,24,1.99
d5165c12-1af7-f96e-c0f9-e07f96721bd0,48.8473,2.3028,75015,48.8615,2.3431,75001,4,9,Sunday,13,52,2.79
03a89879-36a9-8d74-00de-59f550f0fc2b,48.8571,2.3295,75007,48.8541,2.355,75004,8,8,Saturday,12,21,2.69
fcb8f90c-7218-7d18-dc0e-a928b7b61710,48.8533,2.3361,75006,48.8776,2.3108,75008,6,7,Monday,13,11,2.69
9701c3d3-7f79-6c6b-28b6-65ac6a48e5b4,48.8262,2.3538,75013,48.8416,2.3433,75005,6,7,Friday,12,29,1.49
c69a3ac2-9383-bed6-dbcf-f686c2324d72,48.8603,2.4031,75020,48.8545,2.3825,75011,9,9,Monday,13,55,1.59
3acaaf82-374a-6cc9-e039-7e67926146de,48.8362,2.3586,75013,48.8256,2.3709,75013,2,8,Sunday,12,29,1.89
b050eb01-a22f-c818-26f3-32446f1d5baf,48.8585,2.3776,75011,48.8653,2.3387,75001,0,3,Saturday,13,0,1.89
8e6b81a3-e9ed-c59c-a80a-b2000cfcbe46,48.8823,2.3911,75019,48.8461,2.3713,75012,9,6,Thursday,12,36,2.39
26fd5a53-b622-e417-f38c-c55518cde78e,48.8504,2.2902,75015,48.8359,2.2918,75015,4,8,Sunday,13,6,1.39
a97832a6-eec3-2591-2181-2e1194590142,48.8547,2.399,75020,48.8715,2.3707,75010,8,6,Wednesday,14,5,1.79
f634dbae-9e7b-e7ad-97d8-c97d731b8cf9,48.8912,2.3392,75018,48.8589,2.376,75011,2,0,Tuesday,13,37,3.09
860e7019-579d-c1fb-73d0-c8bfe2fb8f04,48.8762,2.2963,75017,48.8806,2.3177,75008,2,5,Thursday,14,0,1.89
8836f391-eb06-4d34-101e-fc05873e40dd,48.8598,2.4103,75020,48.8502,2.3874,75011,5,3,Sunday,13,14,1.39
50ed6af2-235f-6be1-f8b5-5fb556d1079c,48.8512,2.3503,75005,48.8802,2.3072,75017,6,8,Thursday,12,36,2.89
4a8bdc5c-78c6-5085-119c-21c47e39fd94,48.8907,2.3345,75018,48.8868,2.335,75018,7,0,Thursday,14,37,0.59
17fc422c-9683-1b09-e8b1-74a4e039edb1,48.8646,2.3656,75003,48.8768,2.4014,75019,4,0,Saturday,14,55,2.19
f1095f1e-102b-79f2-ee7d-bc72e4274210,48.8743,2.2894,75016,48.8463,2.2863,75015,9,5,Monday,13,48,2.09
589c996b-1908-ecc5-d070-edb76943216a,48.8478,2.3298,75006,48.8842,2.3535,75018,5,9,Monday,14,32,3.39
b3c161c3-13f2-a37c-64d0-27590542bd75,48.8477,2.3772,75012,48.8552,2.3932,75011,2,8,Friday,12,20,1.59
770ba616-4674-0c3e-4d69-ac143367a0a4,48.8938,2.3169,75017,48.8921,2.3408,75018,8,2,Friday,14,11,2.69
1d8ac1a9-02af-3382-0938-ad77cb18d6a4,48.8732,2.3836,75020,48.8544,2.4023,75020,5,0,Friday,14,44,2.29
ed9e2e72-a37d-7380-d026-47837feb1681,48.8474,2.3181,75007,48.8406,2.3509,75005,7,5,Sunday,14,43,2.19
642aad48-fcfc-fa81-b306-d70019d5f970,48.877,2.4107,75020,48.8565,2.3568,75004,3,3,Tuesday,13,41,2.59
dd5d3b9b-d4f7-5de6-4b42-70089b4d3ac7,48.8848,2.3925,75019,48.8769,2.3771,75019,4,3,Wednesday,13,39,1.89
ff4db03d-8f56-198e-2a2b-8bf9345ce8cb,48.8413,2.3684,75013,48.8241,2.355,75013,7,0,Saturday,12,42,2.79
d6c2bc45-9a4e-b670-9869-dfaae173a9c0,48.8297,2.3288,75014,48.8332,2.371,75013,8,7,Tuesday,14,27,2.79
4f3d3132-0f46-cf06-f960-229de1968f37,48.8698,2.377,75011,48.8589,2.409,75020,6,0,Tuesday,13,34,2.69
d3447490-96fd-35d0-adf2-0806e5214606,48.866,2.3313,75001,48.8409,2.3061,75015,7,4,Tuesday,14,52,2.09
9a9e4310-8fb8-3bab-e875-4cd37cbd7025,48.8942,2.3243,75017,48.8743,2.2971,75008,2,0,Tuesday,14,2,1.19
e28bc9ff-870f-084c-7244-f536285e25b4,48.8942,2.3243,75017,48.8921,2.327,75017,6,3,Tuesday,13,1,1.19
b7c144fb-2b16-ad04-8fb8-7c76af044a8d,48.8769,2.311,75008,48.8616,2.273,75016,4,6,Sunday,14,3,1.59
c1921dc9-214c-9ccd-c1a6-16c67ddf6984,48.8853,2.3151,75017,48.8817,2.3156,75017,0,5,Wednesday,13,55,0.59
7d1271b7-72f5-eeee-cd36-c0c30fbc4897,48.8404,2.3349,75006,48.8319,2.3798,75013,3,9,Sunday,14,36,2.09
3b4e134a-8367-4cb1-909c-0f916e999c46,48.8662,2.2887,75016,48.85,2.3383,75006,8,7,Monday,14,22,3.69
32fa6380-6187-0c98-d48a-5ae045ade3c0,48.8952,2.34,75018,48.8717,2.3162,75008,2,6,Saturday,14,28,1.59
e91e70af-224a-f354-e490-7635201910c6,48.8513,2.3493,75005,48.8639,2.3504,75002,1,7,Thursday,13,29,1.29
c098d286-08e5-af8e-f3b0-eae2d4f7e1c6,48.8722,2.3183,75008,48.8914,2.3197,75017,2,3,Wednesday,14,10,1.29
409b3c5b-d5e8-b89c-11ab-249d94d50a99,48.8698,2.3894,75020,48.8647,2.3558,75003,8,1,Thursday,13,6,1.59
ce28d9c3-0c9d-f307-1dc5-5c552c587b17,48.8394,2.308,75015,48.8198,2.3329,75014,2,2,Tuesday,13,7,1.39
faf1501b-009a-815b-c137-8be5b7a28e0a,48.8687,2.3496,75002,48.8437,2.3818,75012,8,8,Sunday,13,10,2.69
ea853efa-2d5d-2173-e53b-864be48f5984,48.8697,2.3607,75010,48.8754,2.4041,75020,2,5,Thursday,14,13,2.79
e575ae93-ce74-9e8a-f4e1-680b05a02c72,48.8769,2.311,75008,48.8753,2.294,75017,0,6,Wednesday,12,38,0.99
